salary_usd,Log_Salary,years_experience,Experience_Scaled,AI_Skill_Requirement,Industry_Automotive,Industry_Consulting,Industry_Education,Industry_Energy,Industry_Finance,Industry_Gaming,Industry_Government,Industry_Healthcare,Industry_Manufacturing,Industry_Media,Industry_Real Estate,Industry_Retail,Industry_Technology,Industry_Telecommunications,Industry_Transportation
59823,10.999145481377802,1,0.0526315789473684,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
181139,12.107019971321892,15,0.7894736842105263,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
155300,11.953114009136778,9,0.4736842105263157,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
93851,11.4494636972589,4,0.2105263157894736,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
134197,11.807064148575362,3,0.1578947368421052,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
102550,11.538105763500528,2,0.1052631578947368,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99382,11.506726289727409,7,0.3684210526315789,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52167,10.862205390050178,4,0.2105263157894736,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
53923,10.895312382020649,2,0.1052631578947368,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
109779,11.606224532935046,6,0.3157894736842105,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
80979,11.301945140781823,2,0.1052631578947368,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
52997,10.87799058715862,2,0.1052631578947368,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
42819,10.664737208297876,0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
82083,11.315486209444275,2,0.1052631578947368,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
67488,11.1197050832785,1,0.0526315789473684,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
68624,11.13639760675666,1,0.0526315789473684,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
146852,11.897180555873486,7,0.3684210526315789,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
178183,12.090566391039395,16,0.8421052631578947,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
150864,11.924134047705458,8,0.4210526315789473,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
126942,11.751485568211372,10,0.5263157894736842,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
53752,10.892136154599983,2,0.1052631578947368,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
111381,11.620712035375936,18,0.9473684210526316,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
41430,10.631760535071448,1,0.0526315789473684,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
166080,12.02022487895966,15,0.7894736842105263,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
96956,11.482012546326754,2,0.1052631578947368,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
196954,12.190725477916091,8,0.4210526315789473,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
56745,10.94632282573524,1,0.0526315789473684,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
113455,11.63916156151537,8,0.4210526315789473,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
158808,11.975451204360006,5,0.2631578947368421,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
174663,12.070613682048316,7,0.3684210526315789,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
46753,10.75263370378095,1,0.0526315789473684,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
69020,11.142151596651994,4,0.2105263157894736,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
288815,12.573541623710192,12,0.631578947368421,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
124871,11.735036483405786,19,1.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
70391,11.161820693064698,4,0.2105263157894736,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
115376,11.65595163915654,17,0.8947368421052632,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
106579,11.576641773183376,3,0.1578947368421052,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
135230,11.814732311467406,8,0.4210526315789473,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
67607,11.121466806965952,4,0.2105263157894736,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
88470,11.390418790477431,3,0.1578947368421052,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
79863,11.288067945651685,4,0.2105263157894736,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60299,11.007070798829838,0,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
85645,11.357966124932084,4,0.2105263157894736,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
110222,11.610251792799726,8,0.4210526315789473,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
49365,10.80699695004555,1,0.0526315789473684,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
162296,11.997177107481166,6,0.3157894736842105,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
102382,11.53646619488621,3,0.1578947368421052,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
99972,11.51264542576291,4,0.2105263157894736,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
64129,11.068651958695275,0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
87938,11.384387299697012,8,0.4210526315789473,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
71405,11.176123173887031,4,0.2105263157894736,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
316182,12.664073276140956,12,0.631578947368421,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
72459,11.1907761636362,0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
78338,11.268788077151784,3,0.1578947368421052,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
51907,10.857208934818347,4,0.2105263157894736,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
122831,11.71856470583355,7,0.3684210526315789,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
124820,11.734627978488032,3,0.1578947368421052,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
134200,11.807086503519718,9,0.4736842105263157,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
51920,10.857459351377972,0,0.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
56427,10.940703046338914,0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
213783,12.272716760847633,16,0.8421052631578947,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
59728,10.997556201154364,2,0.1052631578947368,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
119432,11.690502450733426,6,0.3157894736842105,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
284486,12.558439322198874,12,0.631578947368421,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
157597,11.967796420691744,17,0.8947368421052632,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
196942,12.1906645481275,19,1.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
207548,12.243117917202524,10,0.5263157894736842,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
68838,11.1395111970272,3,0.1578947368421052,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125666,11.74138287270818,13,0.6842105263157895,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
73174,11.200595445597218,0,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
33314,10.413733008037052,0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
69914,11.155021194290349,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
152118,11.932411814440648,11,0.5789473684210527,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78014,11.26464357674532,0,0.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
48466,10.78861780016066,0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97997,11.492692144939246,8,0.4210526315789473,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
128341,11.762446063077174,9,0.4736842105263157,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
111528,11.622030959432925,3,0.1578947368421052,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
138945,11.841833450356235,19,1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
98688,11.499718637482946,8,0.4210526315789473,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
109029,11.599369180870784,6,0.3157894736842105,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
84797,11.34801544379571,4,0.2105263157894736,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
290199,12.578322173526908,12,0.631578947368421,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
195691,12.18429216356835,8,0.4210526315789473,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
193448,12.172764021486431,9,0.4736842105263157,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
138466,11.838380087107954,16,0.8421052631578947,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
91577,11.424935427430364,3,0.1578947368421052,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
92875,11.43900978202006,3,0.1578947368421052,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
213287,12.270393955579124,13,0.6842105263157895,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
62171,11.037643932062444,2,0.1052631578947368,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
152658,11.935955404257864,16,0.8421052631578947,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95085,11.462526507386375,2,0.1052631578947368,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
86750,11.370785697809106,2,0.1052631578947368,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
64261,11.070708194329034,2,0.1052631578947368,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
205357,12.232505206945913,18,0.9473684210526316,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
165676,12.017789352851898,18,0.9473684210526316,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
114658,11.64970906343566,9,0.4736842105263157,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
143149,11.871641324822503,6,0.3157894736842105,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
116276,11.663721954356326,7,0.3684210526315789,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
61055,11.019530376267122,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
50303,10.825819996456426,0,0.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
65570,11.090873553257666,7,0.3684210526315789,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
231078,12.350510594846495,17,0.8947368421052632,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
106633,11.577148311287749,9,0.4736842105263157,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121180,11.70503232249898,9,0.4736842105263157,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
64531,11.07490100747803,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
125654,11.741287376925836,4,0.2105263157894736,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182275,12.113271814674633,14,0.7368421052631579,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
117708,11.675962260352316,4,0.2105263157894736,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
143246,11.872318710975955,11,0.5789473684210527,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
203198,12.22193615211834,5,0.2631578947368421,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
69487,11.148894963697073,0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
95673,11.46869140597298,17,0.8947368421052632,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
59405,10.992133676892388,1,0.0526315789473684,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
131756,11.78870700616362,5,0.2631578947368421,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
42835,10.665110804398145,0,0.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
61893,11.033162366656056,1,0.0526315789473684,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
141791,11.86210942139028,13,0.6842105263157895,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
258637,12.463180813198113,11,0.5789473684210527,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
49485,10.80942487233079,2,0.1052631578947368,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
172916,12.060561206429815,8,0.4210526315789473,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
324557,12.690216454554395,11,0.5789473684210527,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
73894,11.210386912841766,4,0.2105263157894736,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
122598,11.716665989137484,9,0.4736842105263157,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
94478,11.456122282145918,4,0.2105263157894736,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
53088,10.87970619299017,1,0.0526315789473684,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
116012,11.66144891301396,3,0.1578947368421052,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35593,10.47990426829258,0,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
149053,11.912057226377664,17,0.8947368421052632,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
88230,11.38770232021615,4,0.2105263157894736,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
224919,12.323495616371002,19,1.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
220439,12.3033762916051,12,0.631578947368421,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
48861,10.79673481124167,0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
115841,11.659973840178967,7,0.3684210526315789,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
57266,10.95546235835288,3,0.1578947368421052,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
66384,11.10321134257265,2,0.1052631578947368,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
184637,12.126147014336253,11,0.5789473684210527,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
92445,11.434369152064454,4,0.2105263157894736,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
57388,10.95759050121828,1,0.0526315789473684,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
53374,10.88507901499242,2,0.1052631578947368,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
95716,11.469140752599207,6,0.3157894736842105,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
157091,11.964580534251304,2,0.1052631578947368,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
204144,12.226580906161525,8,0.4210526315789473,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
190314,12.156430618628692,12,0.631578947368421,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
198403,12.19805559468633,15,0.7894736842105263,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
153040,11.938454604114137,7,0.3684210526315789,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
51898,10.857035532765993,2,0.1052631578947368,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
115191,11.654346899192012,7,0.3684210526315789,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
170139,12.044371028999969,5,0.2631578947368421,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
63860,11.064448466268772,0,0.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
125152,11.73728427755524,3,0.1578947368421052,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
61572,11.027962500729965,0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
101054,11.523410306412504,3,0.1578947368421052,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
145355,11.886934305120167,13,0.6842105263157895,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
183484,12.1198827492147,19,1.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
111997,11.626227364204205,2,0.1052631578947368,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
214195,12.27464209405294,19,1.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
93211,11.442621019460264,9,0.4736842105263157,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
82209,11.317020064101875,1,0.0526315789473684,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
149669,11.916181468135202,9,0.4736842105263157,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
56825,10.947731648720744,3,0.1578947368421052,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
131635,11.78778821995975,2,0.1052631578947368,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
163843,12.006663931212518,7,0.3684210526315789,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
73281,11.202056645543111,2,0.1052631578947368,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
51907,10.857208934818347,3,0.1578947368421052,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
178240,12.090886235721056,12,0.631578947368421,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
83226,11.329315077991344,7,0.3684210526315789,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
46995,10.757796492054402,1,0.0526315789473684,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
275296,12.525602161421077,14,0.7368421052631579,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
300422,12.612943431876268,11,0.5789473684210527,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
116704,11.667396093608406,2,0.1052631578947368,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
98422,11.49701963528645,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
210249,12.256047821581316,15,0.7894736842105263,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
67708,11.122959620308988,3,0.1578947368421052,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
95796,11.4699762094338,13,0.6842105263157895,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
229098,12.341905138591173,17,0.8947368421052632,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
134300,11.80783138251133,11,0.5789473684210527,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
74408,11.217318741922304,1,0.0526315789473684,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201971,12.215879401720558,13,0.6842105263157895,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
180764,12.104947592069934,17,0.8947368421052632,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
49644,10.812632816249412,0,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
89115,11.397682949457952,7,0.3684210526315789,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
38540,10.559451941968357,1,0.0526315789473684,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
180252,12.102111150786056,7,0.3684210526315789,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
56585,10.943499211400042,1,0.0526315789473684,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
103942,11.55158833024762,5,0.2631578947368421,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
176009,12.078290409076503,9,0.4736842105263157,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59056,10.98624142526978,2,0.1052631578947368,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
76940,11.250781176306289,3,0.1578947368421052,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
110341,11.611330849681856,7,0.3684210526315789,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
102922,11.541726698775856,4,0.2105263157894736,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
44130,10.694895102263592,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
128112,11.760660160312415,5,0.2631578947368421,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
48892,10.797369062897154,0,0.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
127478,11.755699079672716,4,0.2105263157894736,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
100524,11.51815178394181,6,0.3157894736842105,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
45429,10.723905946624765,0,0.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
62262,11.039106566833333,4,0.2105263157894736,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
68595,11.135974924760266,4,0.2105263157894736,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
301038,12.614991781609852,18,0.9473684210526316,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
46253,10.7418816057018,1,0.0526315789473684,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
59644,10.996148835710798,0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
53960,10.895998310321692,3,0.1578947368421052,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
94894,11.460515758152484,1,0.0526315789473684,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
91611,11.42530663078856,5,0.2631578947368421,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
285880,12.563327421333916,18,0.9473684210526316,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
115263,11.654971752762291,3,0.1578947368421052,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
51882,10.856727188188485,3,0.1578947368421052,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
82051,11.3150962841344,2,0.1052631578947368,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122331,11.714485764617212,5,0.2631578947368421,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
159643,11.980695351268734,5,0.2631578947368421,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
254305,12.446289613033672,15,0.7894736842105263,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
52027,10.859518093579142,2,0.1052631578947368,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
43072,10.6706284130044,0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
87011,11.373789826425874,4,0.2105263157894736,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36734,10.51145803568848,1,0.0526315789473684,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
84897,11.349194035986072,3,0.1578947368421052,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
173839,12.065884862497752,5,0.2631578947368421,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
59357,10.991325337480562,0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51431,10.847996382484268,0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
96506,11.477360461560025,5,0.2631578947368421,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
59198,10.988643036517628,1,0.0526315789473684,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
223757,12.31831592056394,12,0.631578947368421,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
74322,11.216162283782255,1,0.0526315789473684,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
120749,11.701469289907028,2,0.1052631578947368,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
138212,11.836544017226316,15,0.7894736842105263,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
199039,12.201256064404577,15,0.7894736842105263,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
105699,11.568350711075638,6,0.3157894736842105,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
38497,10.558335595161871,0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
63141,11.05312559980728,3,0.1578947368421052,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
87871,11.383625108873522,9,0.4736842105263157,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
255678,12.451674119251605,18,0.9473684210526316,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
132056,11.790981354027377,7,0.3684210526315789,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
146085,11.89194392306341,6,0.3157894736842105,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
85037,11.3508417348771,3,0.1578947368421052,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
42661,10.661040432913284,1,0.0526315789473684,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
119706,11.692794015603116,7,0.3684210526315789,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
110064,11.608817293765796,10,0.5263157894736842,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
91090,11.419603307738855,9,0.4736842105263157,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
80307,11.29361206923637,4,0.2105263157894736,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
